ticket_id,created_date,product,feature,severity,summary,status,resolved_days
T00493,2025-03-31,Meraki,BGP peering,medium,Customer reports bgp peering on Meraki; intermittent since last change window.,pending,
T00494,2025-04-29,UCS,License activation,low,Customer reports license activation on UCS; intermittent since last change window.,resolved,7
T00495,2025-01-15,Webex,License activation,low,Customer reports license activation on Webex; intermittent since last change window.,resolved,7
T00496,2025-01-03,Webex,BGP peering,low,Customer reports bgp peering on Webex; intermittent since last change window.,resolved,13
T00497,2025-02-02,Meraki,VPN tunnel drop,high,Customer reports vpn tunnel drop on Meraki; intermittent since last change window.,resolved,6
T00498,2025-04-11,UCS,VPN tunnel drop,medium,Customer reports vpn tunnel drop on UCS; intermittent since last change window.,resolved,11
T00499,2025-06-10,Meraki,Interface flapping,low,Customer reports interface flapping on Meraki; intermittent since last change window.,open,
T00500,2025-06-30,UCS,License activation,high,Customer reports license activation on UCS; intermittent since last change window.,resolved,5
T00501,2025-11-11,Meraki,VPN tunnel drop,low,Customer reports vpn tunnel drop on Meraki; intermittent since last change window.,open,
T00502,2025-06-06,IOS-XE,BGP peering,medium,Customer reports bgp peering on IOS-XE; intermittent since last change window.,resolved,7
T00503,2025-11-02,NX-OS,Memory leak,medium,Customer reports memory leak on NX-OS; intermittent since last change window.,resolved,9
T00504,2025-12-22,Webex,Config sync,low,Customer reports config sync on Webex; intermittent since last change window.,resolved,5
T00505,2025-03-13,NX-OS,Interface flapping,medium,Customer reports interface flapping on NX-OS; intermittent since last change window.,open,
T00506,2025-07-03,IOS-XE,CPU spike,low,Customer reports cpu spike on IOS-XE; intermittent since last change window.,resolved,9
T00507,2025-09-16,Webex,Memory leak,medium,Customer reports memory leak on Webex; intermittent since last change window.,resolved,14
T00508,2025-08-16,UCS,BGP peering,medium,Customer reports bgp peering on UCS; intermittent since last change window.,resolved,4
T00509,2025-05-30,IOS-XE,BGP peering,medium,Customer reports bgp peering on IOS-XE; intermittent since last change window.,resolved,8
T00510,2025-10-17,Webex,Auth failure,medium,Customer reports auth failure on Webex; intermittent since last change window.,resolved,10
T00511,2025-02-28,ASA,Auth failure,high,Customer reports auth failure on ASA; intermittent since last change window.,resolved,14
T00512,2025-01-22,Webex,CPU spike,low,Customer reports cpu spike on Webex; intermittent since last change window.,resolved,12
T00513,2025-12-01,NX-OS,Interface flapping,critical,Customer reports interface flapping on NX-OS; intermittent since last change window.,resolved,6
T00514,2025-02-14,UCS,Packet loss,low,Customer reports packet loss on UCS; intermittent since last change window.,resolved,4
T00515,2025-10-29,Webex,Interface flapping,high,Customer reports interface flapping on Webex; intermittent since last change window.,resolved,3
T00516,2025-11-12,NX-OS,Auth failure,high,Customer reports auth failure on NX-OS; intermittent since last change window.,resolved,10
T00517,2025-06-29,Meraki,Interface flapping,medium,Customer reports interface flapping on Meraki; intermittent since last change window.,resolved,12
T00518,2025-05-30,ASA,Memory leak,critical,Customer reports memory leak on ASA; intermittent since last change window.,resolved,11
T00519,2025-02-18,NX-OS,HA failover,high,Customer reports ha failover on NX-OS; intermittent since last change window.,pending,
T00520,2025-05-22,Webex,VPN tunnel drop,high,Customer reports vpn tunnel drop on Webex; intermittent since last change window.,resolved,12
T00521,2025-06-14,NX-OS,Auth failure,medium,Customer reports auth failure on NX-OS; intermittent since last change window.,resolved,10
T00522,2025-11-20,ASA,License activation,low,Customer reports license activation on ASA; intermittent since last change window.,open,
T00523,2025-02-17,UCS,Memory leak,low,Customer reports memory leak on UCS; intermittent since last change window.,pending,
T00524,2025-07-08,UCS,Config sync,low,Customer reports config sync on UCS; intermittent since last change window.,open,
T00525,2025-02-17,Webex,HA failover,medium,Customer reports ha failover on Webex; intermittent since last change window.,resolved,14
T00526,2025-02-02,Meraki,CPU spike,critical,Customer reports cpu spike on Meraki; intermittent since last change window.,resolved,8
T00527,2025-05-18,ASA,DNS resolution,low,Customer reports dns resolution on ASA; intermittent since last change window.,resolved,10
T00528,2025-09-06,ASA,Packet loss,high,Customer reports packet loss on ASA; intermittent since last change window.,open,
T00529,2025-11-17,UCS,VPN tunnel drop,critical,Customer reports vpn tunnel drop on UCS; intermittent since last change window.,resolved,8
T00530,2025-01-01,UCS,BGP peering,medium,Customer reports bgp peering on UCS; intermittent since last change window.,open,
T00531,2025-11-29,ASA,BGP peering,critical,Customer reports bgp peering on ASA; intermittent since last change window.,resolved,11
T00532,2025-07-04,ASA,VPN tunnel drop,medium,Customer reports vpn tunnel drop on ASA; intermittent since last change window.,resolved,1
T00533,2025-07-22,Webex,Interface flapping,medium,Customer reports interface flapping on Webex; intermittent since last change window.,resolved,11
T00534,2025-02-16,Webex,VPN tunnel drop,low,Customer reports vpn tunnel drop on Webex; intermittent since last change window.,open,
T00535,2025-10-31,NX-OS,Memory leak,medium,Customer reports memory leak on NX-OS; intermittent since last change window.,open,
T00536,2025-06-25,IOS-XE,HA failover,medium,Customer reports ha failover on IOS-XE; intermittent since last change window.,open,
T00537,2025-02-06,NX-OS,Interface flapping,high,Customer reports interface flapping on NX-OS; intermittent since last change window.,open,
T00538,2025-06-10,ASA,Packet loss,low,Customer reports packet loss on ASA; intermittent since last change window.,resolved,13
T00539,2025-03-10,Webex,HA failover,low,Customer reports ha failover on Webex; intermittent since last change window.,resolved,1
T00540,2025-11-09,Webex,BGP peering,low,Customer reports bgp peering on Webex; intermittent since last change window.,resolved,12
T00541,2025-03-19,UCS,License activation,medium,Customer reports license activation on UCS; intermittent since last change window.,resolved,2
T00542,2025-03-13,IOS-XE,License activation,low,Customer reports license activation on IOS-XE; intermittent since last change window.,pending,
T00543,2025-06-11,NX-OS,BGP peering,medium,Customer reports bgp peering on NX-OS; intermittent since last change window.,resolved,10
T00544,2025-11-04,Webex,License activation,high,Customer reports license activation on Webex; intermittent since last change window.,resolved,14
T00545,2025-12-04,ASA,BGP peering,medium,Customer reports bgp peering on ASA; intermittent since last change window.,resolved,7
T00546,2025-06-01,Webex,VPN tunnel drop,high,Customer reports vpn tunnel drop on Webex; intermittent since last change window.,pending,
T00547,2025-09-11,UCS,VPN tunnel drop,medium,Customer reports vpn tunnel drop on UCS; intermittent since last change window.,resolved,9
T00548,2025-01-07,ASA,Config sync,low,Customer reports config sync on ASA; intermittent since last change window.,resolved,10
T00549,2025-08-04,ASA,Memory leak,low,Customer reports memory leak on ASA; intermittent since last change window.,resolved,13
T00550,2025-02-07,IOS-XE,License activation,low,Customer reports license activation on IOS-XE; intermittent since last change window.,resolved,1
T00551,2025-07-23,Meraki,Interface flapping,high,Customer reports interface flapping on Meraki; intermittent since last change window.,resolved,7
T00552,2025-12-26,UCS,VPN tunnel drop,medium,Customer reports vpn tunnel drop on UCS; intermittent since last change window.,resolved,5
T00553,2025-02-12,ASA,VPN tunnel drop,critical,Customer reports vpn tunnel drop on ASA; intermittent since last change window.,pending,
T00554,2025-03-21,Meraki,Interface flapping,medium,Customer reports interface flapping on Meraki; intermittent since last change window.,resolved,11
T00555,2025-12-15,Webex,VPN tunnel drop,medium,Customer reports vpn tunnel drop on Webex; intermittent since last change window.,resolved,14
T00556,2025-05-03,IOS-XE,BGP peering,critical,Customer reports bgp peering on IOS-XE; intermittent since last change window.,open,
T00557,2025-11-10,Meraki,VPN tunnel drop,medium,Customer reports vpn tunnel drop on Meraki; intermittent since last change window.,resolved,3
T00558,2025-03-03,IOS-XE,Firmware upgrade,high,Customer reports firmware upgrade on IOS-XE; intermittent since last change window.,resolved,6
T00559,2025-09-25,Meraki,Auth failure,high,Customer reports auth failure on Meraki; intermittent since last change window.,resolved,3
T00560,2025-05-18,Webex,Packet loss,high,Customer reports packet loss on Webex; intermittent since last change window.,open,
T00561,2025-08-08,ASA,Memory leak,low,Customer reports memory leak on ASA; intermittent since last change window.,pending,
T00562,2025-11-18,IOS-XE,Memory leak,medium,Customer reports memory leak on IOS-XE; intermittent since last change window.,open,
T00563,2025-10-18,NX-OS,Interface flapping,low,Customer reports interface flapping on NX-OS; intermittent since last change window.,open,
T00564,2025-10-21,Webex,Firmware upgrade,low,Customer reports firmware upgrade on Webex; intermittent since last change window.,resolved,1
T00565,2025-01-07,NX-OS,VPN tunnel drop,low,Customer reports vpn tunnel drop on NX-OS; intermittent since last change window.,pending,
T00566,2025-04-02,IOS-XE,Memory leak,critical,Customer reports memory leak on IOS-XE; intermittent since last change window.,resolved,7
T00567,2025-04-25,ASA,BGP peering,critical,Customer reports bgp peering on ASA; intermittent since last change window.,resolved,14
T00568,2025-02-09,Meraki,Interface flapping,medium,Customer reports interface flapping on Meraki; intermittent since last change window.,pending,
T00569,2025-04-02,NX-OS,DNS resolution,critical,Customer reports dns resolution on NX-OS; intermittent since last change window.,pending,
T00570,2025-02-05,UCS,Packet loss,high,Customer reports packet loss on UCS; intermittent since last change window.,resolved,2
T00571,2025-10-11,UCS,VPN tunnel drop,low,Customer reports vpn tunnel drop on UCS; intermittent since last change window.,resolved,5
T00572,2025-11-15,NX-OS,CPU spike,medium,Customer reports cpu spike on NX-OS; intermittent since last change window.,resolved,13
T00573,2025-04-11,Webex,Packet loss,high,Customer reports packet loss on Webex; intermittent since last change window.,resolved,1
T00574,2025-07-29,IOS-XE,BGP peering,low,Customer reports bgp peering on IOS-XE; intermittent since last change window.,resolved,1
T00575,2025-06-21,IOS-XE,Auth failure,low,Customer reports auth failure on IOS-XE; intermittent since last change window.,resolved,5
T00576,2025-02-23,NX-OS,Memory leak,low,Customer reports memory leak on NX-OS; intermittent since last change window.,resolved,1
T00577,2025-03-14,Webex,Interface flapping,low,Customer reports interface flapping on Webex; intermittent since last change window.,resolved,14
T00578,2025-09-24,UCS,Firmware upgrade,low,Customer reports firmware upgrade on UCS; intermittent since last change window.,pending,
T00579,2025-02-13,Meraki,VPN tunnel drop,low,Customer reports vpn tunnel drop on Meraki; intermittent since last change window.,resolved,2
T00580,2025-10-31,Meraki,VPN tunnel drop,medium,Customer reports vpn tunnel drop on Meraki; intermittent since last change window.,open,
T00581,2025-05-30,ASA,DNS resolution,critical,Customer reports dns resolution on ASA; intermittent since last change window.,resolved,14
T00582,2025-06-17,ASA,CPU spike,low,Customer reports cpu spike on ASA; intermittent since last change window.,pending,
T00583,2025-03-11,Meraki,VPN tunnel drop,low,Customer reports vpn tunnel drop on Meraki; intermittent since last change window.,resolved,6
T00584,2025-07-28,IOS-XE,Memory leak,critical,Customer reports memory leak on IOS-XE; intermittent since last change window.,resolved,5
T00585,2025-08-26,ASA,DNS resolution,low,Customer reports dns resolution on ASA; intermittent since last change window.,resolved,5
T00586,2025-12-27,Webex,License activation,low,Customer reports license activation on Webex; intermittent since last change window.,resolved,3
T00587,2025-02-16,Webex,BGP peering,low,Customer reports bgp peering on Webex; intermittent since last change window.,resolved,11
T00588,2025-06-03,ASA,DNS resolution,low,Customer reports dns resolution on ASA; intermittent since last change window.,pending,
T00589,2025-08-20,Meraki,Auth failure,low,Customer reports auth failure on Meraki; intermittent since last change window.,resolved,13
T00590,2025-03-13,IOS-XE,VPN tunnel drop,high,Customer reports vpn tunnel drop on IOS-XE; intermittent since last change window.,pending,
T00591,2025-03-08,NX-OS,DNS resolution,low,Customer reports dns resolution on NX-OS; intermittent since last change window.,resolved,11
T00592,2025-02-13,Meraki,License activation,critical,Customer reports license activation on Meraki; intermittent since last change window.,open,
T00593,2025-02-03,NX-OS,Packet loss,medium,Customer reports packet loss on NX-OS; intermittent since last change window.,open,
T00594,2025-06-19,IOS-XE,VPN tunnel drop,medium,Customer reports vpn tunnel drop on IOS-XE; intermittent since last change window.,resolved,10
T00595,2025-08-10,Webex,CPU spike,low,Customer reports cpu spike on Webex; intermittent since last change window.,resolved,3
T00596,2025-07-01,NX-OS,Packet loss,low,Customer reports packet loss on NX-OS; intermittent since last change window.,resolved,3
T00597,2025-01-18,Meraki,License activation,low,Customer reports license activation on Meraki; intermittent since last change window.,resolved,7
T00598,2025-10-09,UCS,VPN tunnel drop,low,Customer reports vpn tunnel drop on UCS; intermittent since last change window.,open,
T00599,2025-04-13,Webex,Packet loss,medium,Customer reports packet loss on Webex; intermittent since last change window.,resolved,13
T00600,2025-10-06,IOS-XE,HA failover,high,Customer reports ha failover on IOS-XE; intermittent since last change window.,resolved,9
T00601,2025-09-06,ASA,Config sync,medium,Customer reports config sync on ASA; intermittent since last change window.,resolved,3
T00602,2025-01-14,ASA,License activation,low,Customer reports license activation on ASA; intermittent since last change window.,resolved,5
T00603,2025-01-30,UCS,Memory leak,high,Customer reports memory leak on UCS; intermittent since last change window.,pending,
T00604,2025-03-23,IOS-XE,BGP peering,low,Customer reports bgp peering on IOS-XE; intermittent since last change window.,resolved,13
T00605,2025-01-29,NX-OS,Memory leak,critical,Customer reports memory leak on NX-OS; intermittent since last change window.,resolved,14
T00606,2025-03-30,NX-OS,BGP peering,low,Customer reports bgp peering on NX-OS; intermittent since last change window.,resolved,6
T00607,2025-10-30,IOS-XE,Firmware upgrade,low,Customer reports firmware upgrade on IOS-XE; intermittent since last change window.,resolved,3
T00608,2025-10-16,NX-OS,DNS resolution,high,Customer reports dns resolution on NX-OS; intermittent since last change window.,pending,
T00609,2025-10-05,ASA,BGP peering,low,Customer reports bgp peering on ASA; intermittent since last change window.,open,
T00610,2025-11-05,NX-OS,VPN tunnel drop,medium,Customer reports vpn tunnel drop on NX-OS; intermittent since last change window.,resolved,10
T00611,2025-04-14,NX-OS,Interface flapping,low,Customer reports interface flapping on NX-OS; intermittent since last change window.,resolved,14
T00612,2025-06-15,IOS-XE,VPN tunnel drop,medium,Customer reports vpn tunnel drop on IOS-XE; intermittent since last change window.,pending,
T00613,2025-02-26,Meraki,DNS resolution,critical,Customer reports dns resolution on Meraki; intermittent since last change window.,resolved,11
T00614,2025-07-22,Meraki,VPN tunnel drop,low,Customer reports vpn tunnel drop on Meraki; intermittent since last change window.,open,
T00615,2025-03-22,Webex,Config sync,high,Customer reports config sync on Webex; intermittent since last change window.,pending,
T00616,2025-11-29,ASA,BGP peering,critical,Customer reports bgp peering on ASA; intermittent since last change window.,resolved,10
T00617,2025-07-02,NX-OS,Firmware upgrade,high,Customer reports firmware upgrade on NX-OS; intermittent since last change window.,resolved,12
T00618,2025-12-19,ASA,VPN tunnel drop,high,Customer reports vpn tunnel drop on ASA; intermittent since last change window.,pending,
T00619,2025-10-21,UCS,DNS resolution,high,Customer reports dns resolution on UCS; intermittent since last change window.,resolved,3
T00620,2025-11-05,ASA,Config sync,critical,Customer reports config sync on ASA; intermittent since last change window.,resolved,10
T00621,2025-02-23,UCS,VPN tunnel drop,high,Customer reports vpn tunnel drop on UCS; intermittent since last change window.,resolved,6
T00622,2025-03-27,Webex,Packet loss,low,Customer reports packet loss on Webex; intermittent since last change window.,resolved,11
T00623,2025-06-21,UCS,VPN tunnel drop,low,Customer reports vpn tunnel drop on UCS; intermittent since last change window.,resolved,6
T00624,2025-05-12,IOS-XE,Firmware upgrade,low,Customer reports firmware upgrade on IOS-XE; intermittent since last change window.,resolved,7
T00625,2025-03-27,UCS,CPU spike,low,Customer reports cpu spike on UCS; intermittent since last change window.,resolved,2
T00626,2025-09-03,Meraki,License activation,medium,Customer reports license activation on Meraki; intermittent since last change window.,resolved,2
T00627,2025-01-18,ASA,VPN tunnel drop,low,Customer reports vpn tunnel drop on ASA; intermittent since last change window.,open,
T00628,2025-06-25,NX-OS,Packet loss,low,Customer reports packet loss on NX-OS; intermittent since last change window.,open,
T00629,2025-02-17,ASA,License activation,medium,Customer reports license activation on ASA; intermittent since last change window.,resolved,1
T00630,2025-08-09,Webex,BGP peering,high,Customer reports bgp peering on Webex; intermittent since last change window.,resolved,2
T00631,2025-06-19,NX-OS,HA failover,medium,Customer reports ha failover on NX-OS; intermittent since last change window.,resolved,12
T00632,2025-10-04,ASA,Firmware upgrade,low,Customer reports firmware upgrade on ASA; intermittent since last change window.,open,
T00633,2025-07-21,Meraki,Memory leak,medium,Customer reports memory leak on Meraki; intermittent since last change window.,open,
T00634,2025-01-02,UCS,VPN tunnel drop,high,Customer reports vpn tunnel drop on UCS; intermittent since last change window.,resolved,8
T00635,2025-04-13,IOS-XE,VPN tunnel drop,low,Customer reports vpn tunnel drop on IOS-XE; intermittent since last change window.,resolved,2
T00636,2025-08-31,IOS-XE,Interface flapping,low,Customer reports interface flapping on IOS-XE; intermittent since last change window.,resolved,11
T00637,2025-05-16,IOS-XE,License activation,low,Customer reports license activation on IOS-XE; intermittent since last change window.,resolved,7
T00638,2025-07-09,NX-OS,CPU spike,low,Customer reports cpu spike on NX-OS; intermittent since last change window.,resolved,4
T00639,2025-05-18,Meraki,VPN tunnel drop,high,Customer reports vpn tunnel drop on Meraki; intermittent since last change window.,resolved,2
T00640,2025-12-09,ASA,DNS resolution,medium,Customer reports dns resolution on ASA; intermittent since last change window.,resolved,4
T00641,2025-10-11,IOS-XE,DNS resolution,high,Customer reports dns resolution on IOS-XE; intermittent since last change window.,resolved,9
T00642,2025-12-18,UCS,Memory leak,low,Customer reports memory leak on UCS; intermittent since last change window.,resolved,7
T00643,2025-01-18,Meraki,Memory leak,medium,Customer reports memory leak on Meraki; intermittent since last change window.,resolved,10
T00644,2025-03-17,IOS-XE,Config sync,medium,Customer reports config sync on IOS-XE; intermittent since last change window.,pending,
T00645,2025-03-27,NX-OS,DNS resolution,low,Customer reports dns resolution on NX-OS; intermittent since last change window.,resolved,11
T00646,2025-08-11,NX-OS,HA failover,medium,Customer reports ha failover on NX-OS; intermittent since last change window.,resolved,5
T00647,2025-06-13,Webex,Config sync,low,Customer reports config sync on Webex; intermittent since last change window.,resolved,7
T00648,2025-10-10,ASA,DNS resolution,medium,Customer reports dns resolution on ASA; intermittent since last change window.,pending,
T00649,2025-01-07,Webex,License activation,medium,Customer reports license activation on Webex; intermittent since last change window.,resolved,7
T00650,2025-03-18,NX-OS,Memory leak,medium,Customer reports memory leak on NX-OS; intermittent since last change window.,pending,
T00651,2025-02-21,IOS-XE,Memory leak,low,Customer reports memory leak on IOS-XE; intermittent since last change window.,resolved,9
T00652,2025-06-26,UCS,BGP peering,medium,Customer reports bgp peering on UCS; intermittent since last change window.,resolved,8
T00653,2025-01-20,NX-OS,BGP peering,low,Customer reports bgp peering on NX-OS; intermittent since last change window.,resolved,12
T00654,2025-07-25,IOS-XE,CPU spike,high,Customer reports cpu spike on IOS-XE; intermittent since last change window.,resolved,1
T00655,2025-09-01,ASA,Packet loss,low,Customer reports packet loss on ASA; intermittent since last change window.,resolved,5
T00656,2025-06-09,ASA,DNS resolution,high,Customer reports dns resolution on ASA; intermittent since last change window.,resolved,14
T00657,2025-04-27,NX-OS,Interface flapping,high,Customer reports interface flapping on NX-OS; intermittent since last change window.,resolved,6
T00658,2025-05-18,Webex,CPU spike,medium,Customer reports cpu spike on Webex; intermittent since last change window.,resolved,4
T00659,2025-07-28,Webex,CPU spike,medium,Customer reports cpu spike on Webex; intermittent since last change window.,resolved,1
T00660,2025-09-21,NX-OS,VPN tunnel drop,high,Customer reports vpn tunnel drop on NX-OS; intermittent since last change window.,resolved,13
T00661,2025-09-26,Meraki,VPN tunnel drop,low,Customer reports vpn tunnel drop on Meraki; intermittent since last change window.,resolved,14
T00662,2025-01-30,NX-OS,VPN tunnel drop,low,Customer reports vpn tunnel drop on NX-OS; intermittent since last change window.,resolved,4
T00663,2025-05-21,ASA,DNS resolution,medium,Customer reports dns resolution on ASA; intermittent since last change window.,resolved,2
T00664,2025-12-15,IOS-XE,BGP peering,medium,Customer reports bgp peering on IOS-XE; intermittent since last change window.,resolved,14
T00665,2025-08-31,Meraki,Memory leak,low,Customer reports memory leak on Meraki; intermittent since last change window.,resolved,5
T00666,2025-12-19,IOS-XE,Interface flapping,low,Customer reports interface flapping on IOS-XE; intermittent since last change window.,resolved,10
T00667,2025-04-20,NX-OS,License activation,medium,Customer reports license activation on NX-OS; intermittent since last change window.,resolved,7
T00668,2025-09-20,IOS-XE,Packet loss,critical,Customer reports packet loss on IOS-XE; intermittent since last change window.,resolved,8
T00669,2025-03-09,Webex,BGP peering,high,Customer reports bgp peering on Webex; intermittent since last change window.,resolved,10
T00670,2025-06-06,Webex,HA failover,medium,Customer reports ha failover on Webex; intermittent since last change window.,resolved,7
T00671,2025-06-28,UCS,BGP peering,medium,Customer reports bgp peering on UCS; intermittent since last change window.,resolved,14
T00672,2025-11-16,UCS,License activation,low,Customer reports license activation on UCS; intermittent since last change window.,pending,
T00673,2025-07-11,Meraki,License activation,medium,Customer reports license activation on Meraki; intermittent since last change window.,resolved,2
T00674,2025-09-04,IOS-XE,Interface flapping,low,Customer reports interface flapping on IOS-XE; intermittent since last change window.,resolved,5
T00675,2025-05-14,Webex,Firmware upgrade,high,Customer reports firmware upgrade on Webex; intermittent since last change window.,resolved,3
T00676,2025-09-22,NX-OS,Packet loss,high,Customer reports packet loss on NX-OS; intermittent since last change window.,resolved,10
T00677,2025-07-26,Webex,Interface flapping,low,Customer reports interface flapping on Webex; intermittent since last change window.,open,
T00678,2025-09-12,ASA,BGP peering,medium,Customer reports bgp peering on ASA; intermittent since last change window.,resolved,1
T00679,2025-10-26,Webex,HA failover,high,Customer reports ha failover on Webex; intermittent since last change window.,resolved,12
T00680,2025-04-24,Webex,Memory leak,high,Customer reports memory leak on Webex; intermittent since last change window.,pending,
T00681,2025-12-10,ASA,Memory leak,high,Customer reports memory leak on ASA; intermittent since last change window.,resolved,9
T00682,2025-04-03,ASA,VPN tunnel drop,low,Customer reports vpn tunnel drop on ASA; intermittent since last change window.,resolved,13
T00683,2025-10-14,NX-OS,Config sync,high,Customer reports config sync on NX-OS; intermittent since last change window.,resolved,4
T00684,2025-07-01,NX-OS,Auth failure,low,Customer reports auth failure on NX-OS; intermittent since last change window.,resolved,6
T00685,2025-07-10,ASA,License activation,medium,Customer reports license activation on ASA; intermittent since last change window.,open,
T00686,2025-01-28,Webex,License activation,critical,Customer reports license activation on Webex; intermittent since last change window.,open,
T00687,2025-04-10,Meraki,VPN tunnel drop,medium,Customer reports vpn tunnel drop on Meraki; intermittent since last change window.,resolved,7
T00688,2025-01-28,NX-OS,VPN tunnel drop,low,Customer reports vpn tunnel drop on NX-OS; intermittent since last change window.,resolved,10
T00689,2025-08-23,NX-OS,Interface flapping,high,Customer reports interface flapping on NX-OS; intermittent since last change window.,resolved,8
T00690,2025-06-20,Webex,HA failover,low,Customer reports ha failover on Webex; intermittent since last change window.,open,
T00691,2025-08-20,ASA,BGP peering,high,Customer reports bgp peering on ASA; intermittent since last change window.,resolved,3
T00692,2025-09-08,IOS-XE,VPN tunnel drop,medium,Customer reports vpn tunnel drop on IOS-XE; intermittent since last change window.,resolved,7
T00693,2025-09-02,UCS,VPN tunnel drop,medium,Customer reports vpn tunnel drop on UCS; intermittent since last change window.,resolved,1
T00694,2025-06-14,Meraki,BGP peering,medium,Customer reports bgp peering on Meraki; intermittent since last change window.,resolved,4
T00695,2025-04-26,Webex,Packet loss,low,Customer reports packet loss on Webex; intermittent since last change window.,open,
T00696,2025-09-15,Meraki,Interface flapping,low,Customer reports interface flapping on Meraki; intermittent since last change window.,open,
T00697,2025-05-29,UCS,Firmware upgrade,medium,Customer reports firmware upgrade on UCS; intermittent since last change window.,resolved,11
T00698,2025-03-10,ASA,HA failover,medium,Customer reports ha failover on ASA; intermittent since last change window.,resolved,3
T00699,2025-07-26,IOS-XE,BGP peering,high,Customer reports bgp peering on IOS-XE; intermittent since last change window.,open,
T00700,2025-01-12,Meraki,Memory leak,low,Customer reports memory leak on Meraki; intermittent since last change window.,resolved,13
T00701,2025-01-20,UCS,Packet loss,low,Customer reports packet loss on UCS; intermittent since last change window.,resolved,1
T00702,2025-11-01,IOS-XE,Firmware upgrade,medium,Customer reports firmware upgrade on IOS-XE; intermittent since last change window.,open,
T00703,2025-12-20,IOS-XE,CPU spike,low,Customer reports cpu spike on IOS-XE; intermittent since last change window.,resolved,8
T00704,2025-12-26,NX-OS,BGP peering,medium,Customer reports bgp peering on NX-OS; intermittent since last change window.,open,
T00705,2025-08-04,Webex,VPN tunnel drop,medium,Customer reports vpn tunnel drop on Webex; intermittent since last change window.,resolved,12
T00706,2025-03-12,UCS,DNS resolution,low,Customer reports dns resolution on UCS; intermittent since last change window.,resolved,2
T00707,2025-05-25,IOS-XE,Auth failure,medium,Customer reports auth failure on IOS-XE; intermittent since last change window.,resolved,13
T00708,2025-05-15,Meraki,HA failover,low,Customer reports ha failover on Meraki; intermittent since last change window.,resolved,3
T00709,2025-01-21,Meraki,Memory leak,low,Customer reports memory leak on Meraki; intermittent since last change window.,pending,
T00710,2025-06-19,NX-OS,VPN tunnel drop,medium,Customer reports vpn tunnel drop on NX-OS; intermittent since last change window.,pending,
T00711,2025-10-21,Webex,Memory leak,critical,Customer reports memory leak on Webex; intermittent since last change window.,resolved,2
T00712,2025-02-21,ASA,License activation,medium,Customer reports license activation on ASA; intermittent since last change window.,pending,
T00713,2025-05-16,UCS,VPN tunnel drop,high,Customer reports vpn tunnel drop on UCS; intermittent since last change window.,resolved,14
T00714,2025-05-29,ASA,DNS resolution,low,Customer reports dns resolution on ASA; intermittent since last change window.,resolved,2
T00715,2025-01-24,IOS-XE,DNS resolution,medium,Customer reports dns resolution on IOS-XE; intermittent since last change window.,resolved,6
T00716,2025-08-13,Meraki,BGP peering,high,Customer reports bgp peering on Meraki; intermittent since last change window.,resolved,6
T00717,2025-04-04,IOS-XE,CPU spike,critical,Customer reports cpu spike on IOS-XE; intermittent since last change window.,resolved,7
T00718,2025-12-20,UCS,DNS resolution,medium,Customer reports dns resolution on UCS; intermittent since last change window.,resolved,2
T00719,2025-03-09,Webex,Firmware upgrade,critical,Customer reports firmware upgrade on Webex; intermittent since last change window.,resolved,2
T00720,2025-08-02,Meraki,CPU spike,medium,Customer reports cpu spike on Meraki; intermittent since last change window.,resolved,10
T00721,2025-07-14,ASA,License activation,high,Customer reports license activation on ASA; intermittent since last change window.,resolved,12
T00722,2025-03-08,UCS,Config sync,low,Customer reports config sync on UCS; intermittent since last change window.,resolved,1
T00723,2025-02-02,ASA,License activation,low,Customer reports license activation on ASA; intermittent since last change window.,resolved,9
T00724,2025-10-23,Webex,Memory leak,critical,Customer reports memory leak on Webex; intermittent since last change window.,resolved,6
T00725,2025-09-23,Meraki,Firmware upgrade,medium,Customer reports firmware upgrade on Meraki; intermittent since last change window.,resolved,12
T00726,2025-05-08,UCS,Interface flapping,medium,Customer reports interface flapping on UCS; intermittent since last change window.,resolved,14
T00727,2025-10-13,Meraki,VPN tunnel drop,medium,Customer reports vpn tunnel drop on Meraki; intermittent since last change window.,resolved,14
T00728,2025-08-29,UCS,Packet loss,low,Customer reports packet loss on UCS; intermittent since last change window.,resolved,4
T00729,2025-06-19,ASA,VPN tunnel drop,low,Customer reports vpn tunnel drop on ASA; intermittent since last change window.,resolved,7
T00730,2025-05-01,IOS-XE,CPU spike,high,Customer reports cpu spike on IOS-XE; intermittent since last change window.,resolved,14
T00731,2025-09-13,UCS,Interface flapping,critical,Customer reports interface flapping on UCS; intermittent since last change window.,resolved,1
T00732,2025-02-22,UCS,CPU spike,medium,Customer reports cpu spike on UCS; intermittent since last change window.,open,
T00733,2025-02-16,Meraki,HA failover,medium,Customer reports ha failover on Meraki; intermittent since last change window.,resolved,9
T00734,2025-04-16,Webex,Firmware upgrade,critical,Customer reports firmware upgrade on Webex; intermittent since last change window.,resolved,1
T00735,2025-04-25,UCS,Interface flapping,high,Customer reports interface flapping on UCS; intermittent since last change window.,resolved,12
T00736,2025-12-03,ASA,Firmware upgrade,low,Customer reports firmware upgrade on ASA; intermittent since last change window.,resolved,4
T00737,2025-01-02,ASA,Interface flapping,medium,Customer reports interface flapping on ASA; intermittent since last change window.,resolved,9
T00738,2025-09-25,ASA,Firmware upgrade,low,Customer reports firmware upgrade on ASA; intermittent since last change window.,resolved,3
